AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,LOCATION,Cross Street,LAT,LON
13,Newton,1383,1,BURGLARY,44,M,H,5800    WOODLAWN                     AV,,"339,877","-1,182,728"
15,N Hollywood,1599,1,BURGLARY,73,M,W,3500    WRIGHTWOOD                   CT,,"341,333","-1,183,697"
9,Van Nuys,952,1,BURGLARY,37,M,W,5200 N  SEPULVEDA                    BL,,"341,649","-1,184,661"
2,Rampart,218,1,BURGLARY,76,M,W,1400    CALUMET                      AV,,"340,689","-1,182,556"
20,Olympic,2041,1,BURGLARY,84,F,W,900    4TH                          AV,,"340,531","-1,183,186"
20,Olympic,2069,1,BURGLARY,0,X,X,2200 W  PICO                         BL,,"340,499","-1,182,879"
18,Southeast,1863,1,BURGLARY,50,F,B,600 E  115TH                        ST,,"339,301","-1,182,622"
16,Foothill,1677,1,BURGLARY,30,M,O,10300    ROSCOE                       BL,,"342,225","-1,183,549"
12,77th Street,1245,1,BURGLARY,33,F,H,1000 W  GAGE                         AV,,"339,822","-1,182,915"
21,Topanga,2177,1,BURGLARY,54,F,O,21500    BURBANK                      BL,,"341,733","-118,599"
13,Newton,1313,1,BURGLARY,43,F,H,1700 S  SAN PEDRO                    ST,,"340,288","-1,182,567"
13,Newton,1317,1,BURGLARY,45,M,O,1800 E  WASHINGTON                   BL,,"340,203","-1,182,414"
14,Pacific,1407,1,BURGLARY,36,M,W,9900    WASHINGTON                   BL,,"340,252","-1,184,041"
21,Topanga,2113,1,BURGLARY,53,M,W,7900    MCLAREN                      AV,,"342,141","-1,186,246"
21,Topanga,2134,1,BURGLARY,79,F,W,7000    SHOUP                        AV,,"342,065","-1,186,147"
10,West Valley,1037,1,BURGLARY,68,M,O,17600    WELBY                        WY,,"341,927","-1,185,184"
17,Devonshire,1723,1,BURGLARY,38,M,W,20400    GERMAIN                      ST,,"342,622","-1,185,779"
12,77th Street,1249,1,BURGLARY,0,X,X,6800 S  FIGUEROA                     ST,,"339,783","-1,182,827"
14,Pacific,1453,1,BURGLARY,28,M,O,4200    DEL REY                      AV,,"339,863","-118,443"
12,77th Street,1241,1,BURGLARY,65,M,B,3500    HYDE PARK                    BL,,"339,806","-1,183,352"
21,Topanga,2114,1,BURGLARY,50,M,W,8200    TOPANGA CANYON               BL,,"342,139","-1,186,103"
15,N Hollywood,1525,1,BURGLARY,53,F,H,11700    VICTORY                      BL,,"341,867","-1,183,885"
20,Olympic,2071,1,BURGLARY,0,X,X,1500 S  WESTERN                      AV,,"340,454","-1,183,134"
15,N Hollywood,1586,1,BURGLARY,0,M,O,4100    LANKERSHIM                   BL,,"341,425","-1,183,643"
13,Newton,1353,1,BURGLARY,54,F,H,1000 E  VERNON                       AV,,"340,039","-1,182,583"
16,Foothill,1669,1,BURGLARY,66,M,W,9300    PALI                         AV,,"342,383","-1,182,705"
21,Topanga,2185,1,BURGLARY,62,F,W,4700    CERRILLOS                    DR,,"341,529","-1,186,126"
21,Topanga,2126,1,BURGLARY,64,M,W,21000    ELKWOOD                      ST,,"342,128","-1,185,912"
18,Southeast,1821,1,BURGLARY,17,M,H,10200 S  VERMONT                      AV,,"339,434","-1,182,916"
12,77th Street,1263,1,BURGLARY,0,X,X,1700 W  MANCHESTER                   AV,,"339,636","-1,183,112"
15,N Hollywood,1544,1,BURGLARY,0,M,O,4800    LAUREL CANYON                BL,,"341,613","-1,184,008"
20,Olympic,2034,1,BURGLARY,0,X,X,3500    WILSHIRE                     BL,,"340,617","-1,183,008"
12,77th Street,1265,1,BURGLARY,41,F,B,8500    RAYMOND                      AV,,"339,609","-1,182,976"
7,Wilshire,736,1,BURGLARY,48,F,W,300 S  COCHRAN                      AV,,"340,687","-1,183,472"
17,Devonshire,1701,1,BURGLARY,52,F,A,12000    STONE GATE                   WY,,"342,914","-1,185,661"
17,Devonshire,1737,1,BURGLARY,57,M,W,16700    BERMUDA                      ST,,"342,674","-1,184,962"
21,Topanga,2147,1,BURGLARY,35,M,X,21000    SHERMAN                      WY,,"34,201","-1,185,906"
13,Newton,1313,1,BURGLARY,33,F,B,1700 S  SAN PEDRO                    ST,,"340,287","-1,182,567"
17,Devonshire,1767,1,BURGLARY,0,X,X,9400    RESEDA                       BL,,"342,409","-1,185,361"
13,Newton,1309,1,BURGLARY,25,X,X,2300 E  WASHINGTON                   BL,,"34,019","-118,232"
21,Topanga,2183,1,BURGLARY,24,M,W,22500    QUINTA                       RD,,"341,532","-1,186,174"
21,Topanga,2155,1,BURGLARY,0,M,W,6300    TOPANGA CANYON               BL,,"341,828","-1,186,102"
8,West LA,882,1,BURGLARY,68,F,W,11400    TENNESSEE                    AV,,"34,035","-1,184,428"
14,Pacific,1415,1,BURGLARY,41,M,W,1000    PALMS                        BL,,"340,035","-1,184,598"
15,N Hollywood,1599,1,BURGLARY,0,M,W,7500    MULHOLLAND                   DR,,"341,284","-1,183,568"
16,Foothill,1651,1,BURGLARY,46,M,H,13000    DEBELL                       ST,,"342,411","-1,184,173"
15,N Hollywood,1549,1,BURGLARY,33,M,B,5400    VINELAND                     AV,,"341,687","-1,183,703"
16,Foothill,1612,1,BURGLARY,52,M,O,11200    BRADLEY                      AV,,"342,737","-1,184,233"
21,Topanga,2196,1,BURGLARY,50,M,W,21500    ARCOS                        DR,,"341,542","-1,185,985"
16,Foothill,1659,1,BURGLARY,47,M,O,6400    FOOTHILL                     BL,,"342,519","-1,182,713"
18,Southeast,1804,1,BURGLARY,24,F,H,700    CAMELOT                      WY,,"339,573","-118,263"
21,Topanga,2144,1,BURGLARY,0,M,W,22700    VANOWEN                      ST,,"341,937","-1,186,215"
20,Olympic,2041,1,BURGLARY,0,X,X,4100 W  OLYMPIC                      BL,,"340,543","-1,183,219"
15,N Hollywood,1596,1,BURGLARY,35,M,W,10800    VENTURA                      BL,,"341,387","-1,183,659"
17,Devonshire,1785,1,BURGLARY,24,M,O,18600    KNAPP                        ST,,"342,382","-1,185,382"
20,Olympic,2033,1,BURGLARY,0,X,X,700 S  WESTERN                      AV,,"340,593","-1,183,091"
21,Topanga,2113,1,BURGLARY,70,F,W,7800    LENA                         AV,,"342,158","-1,186,265"
17,Devonshire,1745,1,BURGLARY,0,X,X,17800    CHATSWORTH                   ST,,"342,649","-1,185,221"
12,77th Street,1265,1,BURGLARY,55,F,B,1400 W  84TH                         PL,,"339,618","-1,183,025"
20,Olympic,2011,1,BURGLARY,0,X,X,200 S  WILTON                       PL,,"340,711","-1,183,142"
20,Olympic,2079,1,BURGLARY,0,X,X,2300 W  PICO                         BL,,"340,473","-1,182,865"
14,Pacific,1432,1,BURGLARY,37,F,O,800    AMOROSO                      PL,,"339,926","-1,184,586"
16,Foothill,1655,1,BURGLARY,64,F,W,9900    CLYBOURN                     AV,,"342,499","-1,183,697"
12,77th Street,1283,1,BURGLARY,0,X,X,10000 S  WESTERN                      AV,,"33,945","-118,309"
21,Topanga,2101,1,BURGLARY,64,M,W,22400 S  SUMMIT RIDGE                 CI,,"34,24","-1,186,174"
14,Pacific,1428,1,BURGLARY,52,M,W,3100    GREENFIELD                   AV,,"340,277","-1,184,235"
12,77th Street,1268,1,BURGLARY,53,F,W,100 W  MANCHESTER                   AV,,"33,964","-1,182,739"
20,Olympic,2034,1,BURGLARY,0,X,X,3600    WILSHIRE                     BL,,"340,617","-1,183,036"
21,Topanga,2175,1,BURGLARY,39,M,W,22500    CLARENDON                    ST,,"341,692","-118,619"
12,77th Street,1245,1,BURGLARY,66,M,H,1500 W  GAGE                         AV,,"339,824","-1,183,024"
14,Pacific,1463,1,BURGLARY,45,F,W,12600 W  JEFFERSON                    BL,,"339,788","-1,184,151"
21,Topanga,2177,1,BURGLARY,30,M,W,21700    MARYLEE                      ST,,"341,753","-1,186,015"
8,West LA,809,1,BURGLARY,41,F,W,1600    SCHUYLER                     RD,,"341,005","-1,184,013"
19,Mission,1935,1,BURGLARY,0,M,O,15200    BRAND                        BL,,"342,719","-1,184,592"
21,Topanga,2111,1,BURGLARY,90,M,W,23400    ARMINTA                      ST,,"342,132","-1,186,365"
17,Devonshire,1758,1,BURGLARY,30,M,O,10100    WOODLEY                      AV,,"342,538","-1,184,849"
13,Newton,1309,1,BURGLARY,0,M,H,15TH                         ST,WASHINGTON,"340,241","-118,232"
15,N Hollywood,1501,1,BURGLARY,43,F,H,12900    SATICOY                      ST,,"342,066","-1,184,144"
16,Foothill,1657,1,BURGLARY,0,M,W,7500    FOOTHILL                     BL,,"34,253","-1,182,907"
20,Olympic,2053,1,BURGLARY,0,X,X,900 S  HOBART                       BL,,"340,513","-1,183,052"
13,Newton,1317,1,BURGLARY,59,F,W,1600 E  14TH                         ST,,"340,263","-1,182,422"
15,N Hollywood,1566,1,BURGLARY,70,F,W,4400    LANKERSHIM                   BL,,"341,497","-1,183,694"
14,Pacific,1407,1,BURGLARY,0,X,X,3700    CLARINGTON                   AV,,"340,248","-1,184,021"
17,Devonshire,1772,1,BURGLARY,53,F,O,19800    LABRADOR                     ST,,"342,491","-1,185,669"
21,Topanga,2185,1,BURGLARY,56,M,X,22100    VENTURA                      BL,,"341,686","-1,186,084"
18,Southeast,1827,1,BURGLARY,0,X,X,9200    GRAPE                        ST,,"339,531","-1,182,363"
17,Devonshire,1723,1,BURGLARY,7,M,H,10300    DE SOTO                      AV,,"342,572","-1,185,885"
20,Olympic,2002,1,BURGLARY,0,X,X,600 N  MANHATTAN                    PL,,"340,817","-1,183,102"
13,Newton,1353,1,BURGLARY,0,M,W,4500    WADSWORTH                    AV,,"340,024","-1,182,591"
15,N Hollywood,1535,1,BURGLARY,34,M,W,5600    FARMDALE                     AV,,"341,722","-118,381"
15,N Hollywood,1529,1,BURGLARY,33,M,B,6200    CAHUENGA                     BL,,"341,831","-1,183,615"
20,Olympic,2013,1,BURGLARY,0,X,X,100 N  OXFORD                       AV,,"340,737","-1,183,079"
12,77th Street,1255,1,BURGLARY,0,X,X,7500 S  VERMONT                      AV,,"339,714","-1,182,917"
17,Devonshire,1723,1,BURGLARY,50,F,W,20900    CHATSWORTH                   ST,,"342,645","-1,185,886"
14,Pacific,1472,1,BURGLARY,0,X,X,200    CULVER                       BL,,"339,589","-1,184,484"
19,Mission,1994,1,BURGLARY,48,F,H,14700    ROSCOE                       BL,,"342,215","-1,184,532"
20,Olympic,2001,1,BURGLARY,0,X,X,400 N  NORTON                       AV,,"340,785","-118,317"
20,Olympic,2019,1,BURGLARY,57,M,B,3600    BEVERLY                      BL,,"340,753","-118,287"
16,Foothill,1619,1,BURGLARY,39,M,H,11500    SHELLY VISTA                 DR,,"34,277","-1,182,945"
13,Newton,1375,1,BURGLARY,30,F,H,1200 E  55TH                         ST,,"33,993","-1,182,543"
18,Southeast,1804,1,BURGLARY,0,X,X,8600 S  CENTRAL                      AV,,"339,595","-1,182,564"
17,Devonshire,1714,1,BURGLARY,53,F,H,12100    BEAUFAIT                     AV,,"342,929","-1,185,385"
19,Mission,1995,1,BURGLARY,46,F,H,14700    ARMINTA                      ST,,"342,136","-1,184,534"
19,Mission,1944,1,BURGLARY,66,F,X,11100    LAUREL CANYON                BL,,"342,717","-1,184,459"
20,Olympic,2021,1,BURGLARY,41,F,W,300 S  IRVING                       BL,,"340,671","-1,183,185"
12,77th Street,1231,1,BURGLARY,32,F,B,4300 W  59TH                         ST,,"339,871","-1,183,519"
20,Olympic,2015,1,BURGLARY,26,M,W,100 N  ALEXANDRIA                   AV,,"340,728","-1,182,984"
17,Devonshire,1772,1,BURGLARY,52,F,O,9600    QUAKERTOWN                   AV,,"342,447","-1,185,705"
13,Newton,1383,1,BURGLARY,55,F,B,200 E  SLAUSON                      AV,,"339,892","-1,182,718"
16,Foothill,1664,1,BURGLARY,23,M,H,11800    SHELDON                      ST,,"342,422","-1,183,898"
16,Foothill,1661,1,BURGLARY,19,M,W,12800    MUSCATINE                    ST,,"342,398","-118,412"
17,Devonshire,1792,1,BURGLARY,67,F,W,8500    OAKDALE                      AV,,"342,246","-1,185,667"
15,N Hollywood,1548,1,BURGLARY,34,M,W,5200    VINELAND                     AV,,"341,649","-1,183,703"
21,Topanga,2185,1,BURGLARY,33,M,W,22100    CLARENDON                    ST,,"341,696","-1,186,102"
16,Foothill,1687,1,BURGLARY,61,M,H,8000    VINELAND                     AV,,"342,157","-1,183,703"
21,Topanga,2157,1,BURGLARY,50,M,W,6500    INDEPENDENCE                 AV,,"341,889","-1,185,905"
1,Central,185,1,BURGLARY,34,M,O,1200 S  MAIN                         ST,,"340,373","-1,182,596"
21,Topanga,2175,1,BURGLARY,68,F,W,22600    BURBANK                      BL,,"34,172","-1,186,197"
21,Topanga,2189,1,BURGLARY,35,M,X,20100 W  VENTURA                      BL,,"34,171","-1,185,709"
21,Topanga,2159,1,BURGLARY,66,M,W,19700    GILMORE                      ST,,"341,875","-1,185,633"
14,Pacific,1454,1,BURGLARY,33,M,O,12800    SHORT                        AV,,"339,832","-1,184,327"
17,Devonshire,1715,1,BURGLARY,69,M,W,11900    REXBON                       RD,,"34,288","-1,185,276"
15,N Hollywood,1589,1,BURGLARY,20,F,W,3600    BARHAM                       BL,,"341,362","-118,342"
15,N Hollywood,1591,1,BURGLARY,0,M,W,12100 W  VENTURA                      BL,,"341,436","-1,183,953"
17,Devonshire,1761,1,BURGLARY,61,M,W,9300    TOPANGA CANYON               BL,,"342,391","-1,186,061"
20,Olympic,2039,1,BURGLARY,0,X,X,3000    WILSHIRE                     BL,,"340,618","-1,182,868"
13,Newton,1373,1,BURGLARY,52,M,H,600 E  56TH                         ST,,"339,916","-1,182,652"
18,Southeast,1841,1,BURGLARY,31,F,H,800 W  109TH                        PL,,"339,365","-1,182,894"
14,Pacific,1443,1,BURGLARY,34,M,W,2400    LINCOLN                      BL,,"339,937","-118,452"
19,Mission,1983,1,BURGLARY,26,M,H,8500 N  SEPULVEDA                    BL,,"342,246","-1,184,677"
18,Southeast,1801,1,BURGLARY,76,M,W,8800 S  VERMONT                      AV,,"33,958","-1,182,915"
14,Pacific,1469,1,BURGLARY,30,M,W,7000    LA TIJERA                    BL,,"339,746","-1,183,749"
17,Devonshire,1709,1,BURGLARY,0,X,X,15700    RINALDI                      ST,,"342,818","-1,184,728"
13,Newton,1317,1,BURGLARY,0,M,O,1400 E  17TH                         ST,,"340,242","-1,182,471"
15,N Hollywood,1596,1,BURGLARY,0,M,W,11100    VENTURA                      BL,,"341,411","-118,372"
21,Topanga,2137,1,BURGLARY,36,M,H,21000    SHERMAN                      WY,,"342,047","-1,185,879"
13,Newton,1321,1,BURGLARY,0,X,X,200 W  21ST                         ST,,"340,299","-1,182,681"
12,77th Street,1266,1,BURGLARY,27,F,B,600 W  81ST                         ST,,"339,655","-1,182,853"
21,Topanga,2189,1,BURGLARY,0,X,X,VENTURA                      BL,DEL MORENO                   DR,"341,695","-1,185,749"
21,Topanga,2143,1,BURGLARY,54,M,W,22900    CALVERT                      ST,,"341,811","-1,186,254"
14,Pacific,1416,1,BURGLARY,65,M,W,12700    ROSE                         AV,,"34,012","-118,448"
20,Olympic,2044,1,BURGLARY,0,X,X,800 S  KINGSLEY                     DR,,"340,574","-1,183,031"
18,Southeast,1824,1,BURGLARY,0,X,X,9600 S  CENTRAL                      AV,,"339,489","-1,182,541"
21,Topanga,2118,1,BURGLARY,37,F,H,20200    CANTARA                      ST,,"342,192","-1,185,739"
10,West Valley,1035,1,BURGLARY,0,M,O,18200    KITTRIDGE                    ST,,"341,902","-118,53"
14,Pacific,1449,1,BURGLARY,49,F,A,3800    MCLAUGHLIN                   AV,,"340,084","-1,184,243"
14,Pacific,1407,1,BURGLARY,0,X,X,3700    MOTOR                        AV,,"340,225","-1,184,055"
17,Devonshire,1715,1,BURGLARY,57,F,O,17300    SIGNATURE                    DR,,"342,873","-1,185,124"
17,Devonshire,1728,1,BURGLARY,47,F,W,18700    KENYA                        ST,,"342,714","-1,185,403"
12,77th Street,1267,1,BURGLARY,0,X,X,8500 S  FIGUEROA                     ST,,"339,611","-1,182,827"
14,Pacific,1438,1,BURGLARY,29,F,H,3700    VETERAN                      AV,,"34,016","-1,184,128"
14,Pacific,1469,1,BURGLARY,39,F,B,5500 W  CENTINELA                    AV,,"339,761","-1,183,726"
13,Newton,1321,1,BURGLARY,37,F,H,1900 S  LOS ANGELES                  ST,,"340,304","-1,182,637"
11,Northeast,1183,1,BURGLARY,0,X,X,1500    GLENDALE                     BL,,"340,819","-118,26"
3,Southwest,328,1,BURGLARY,23,M,W,2600 S  SEVERANCE                    ST,,"340,283","-1,182,822"
21,Topanga,2125,1,BURGLARY,35,M,X,7800    ALABAMA                      AV,,"342,119","-1,185,994"
16,Foothill,1698,1,BURGLARY,42,F,O,7500    SAN FERNANDO                 RD,,"342,077","-1,183,524"
16,Foothill,1675,1,BURGLARY,28,F,O,8700    HERRICK                      AV,,"342,279","-1,183,693"
17,Devonshire,1763,1,BURGLARY,55,M,W,19800    LASSEN                       ST,,"342,538","-1,185,656"
15,N Hollywood,1551,1,BURGLARY,0,M,O,12300    RIVERSIDE                    DR,,"341,576","-1,184,008"
21,Topanga,2149,1,BURGLARY,29,M,H,19700    VANOWEN                      ST,,"341,938","-1,185,623"
19,Mission,1994,1,BURGLARY,31,M,W,8100    VAN NUYS                     BL,,"342,184","-1,184,547"
21,Topanga,2158,1,BURGLARY,41,M,A,21000    ERWIN                        ST,,"341,827","-1,185,903"
13,Newton,1333,1,BURGLARY,80,F,H,1000 E  33RD                         ST,,"340,138","-1,182,583"
21,Topanga,2157,1,BURGLARY,32,M,W,21200    KITTRIDGE                    ST,,"341,913","-1,185,942"
17,Devonshire,1751,1,BURGLARY,49,M,O,21500    DEVONSHIRE                   ST,,"342,572","-1,185,981"
14,Pacific,1458,1,BURGLARY,80,M,O,4200    CORINTH                      AV,,"340,022","-118,413"
17,Devonshire,1723,1,BURGLARY,84,M,C,10700    SUNNYBRAE                    AV,,"34,265","-1,185,805"
8,West LA,831,1,BURGLARY,40,M,W,11900    MAYFIELD                     AV,,"340,476","-1,184,686"
13,Newton,1346,1,BURGLARY,0,X,X,4200 S  CENTRAL                      AV,,"340,044","-1,182,565"
8,West LA,853,1,BURGLARY,61,M,W,1500    PURDUE                       AV,,"340,464","-1,184,512"
13,Newton,1375,1,BURGLARY,37,F,H,1100 E  57TH                         ST,,"339,911","-1,182,564"
19,Mission,1901,1,BURGLARY,47,M,B,15800    JOSEPH                       CT,,"343,223","-1,184,765"
17,Devonshire,1722,1,BURGLARY,31,M,O,21700    DEVONSHIRE                   ST,,"342,607","-1,186,025"
12,77th Street,1255,1,BURGLARY,63,F,B,7800 S  NORMANDIE                    AV,,"339,678","-1,183,003"
20,Olympic,2004,1,BURGLARY,0,X,X,300 N  WESTERN                      AV,,"340,763","-1,183,091"
19,Mission,1916,1,BURGLARY,60,F,H,14100    HERRON                       ST,,"343,015","-1,184,418"
19,Mission,1935,1,BURGLARY,0,F,O,15200    BRAND                        BL,,"342,719","-1,184,592"
14,Pacific,1412,1,BURGLARY,0,X,X,600    OCEAN FRONT WALK,,"339,933","-1,184,765"
20,Olympic,2024,1,BURGLARY,0,X,X,600 S  NORMANDIE                    AV,,"340,636","-1,183,047"
20,Olympic,2022,1,BURGLARY,0,X,X,4200 W  5TH                          ST,,"340,654","-1,183,103"
19,Mission,1962,1,BURGLARY,41,F,H,9600 N  SEPULVEDA                    BL,,"342,446","-1,184,674"
17,Devonshire,1709,1,BURGLARY,0,X,X,15600    ODYSSEY                      DR,,"342,829","-1,184,712"
20,Olympic,2034,1,BURGLARY,34,F,A,700 S  NORMANDIE                    AV,,"340,596","-1,183,022"
21,Topanga,2103,1,BURGLARY,0,,,8500    MOORCROFT                    AV,,"342,249","-1,186,123"
11,Northeast,1124,1,BURGLARY,49,F,W,3000    SAN FERNANDO                 RD,,"341,135","-1,182,445"
13,Newton,1303,1,BURGLARY,42,M,O,900    MAPLE                        AV,,"340,395","-1,182,527"
14,Pacific,1402,1,BURGLARY,71,F,W,2600 S  BARRINGTON                   AV,,"340,271","-1,184,421"
17,Devonshire,1756,1,BURGLARY,58,M,W,17700    FULLERFARM                   ST,,"34,254","-1,185,198"
10,West Valley,1045,1,BURGLARY,44,F,W,17700    BURBANK                      BL,,"341,722","-1,185,189"
14,Pacific,1455,1,BURGLARY,40,M,W,4800    MCCONNELL                    AV,,"339,826","-1,184,232"
