AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,LOCATION,Cross Street,LAT,LON
8,West LA,881,1,BURGLARY,54,F,W,11800 W  OLYMPIC                      BL,,"34,033","-1,184,504"
1,Central,185,1,BURGLARY,0,X,X,1000 S  BROADWAY,,"340,406","-1,182,578"
6,Hollywood,622,1,BURGLARY,0,X,X,1800 N  STANLEY                      AV,,"341,029","-1,183,568"
2,Rampart,235,1,BURGLARY,25,M,F,100 N  PARK VIEW                    ST,,"340,682","-1,182,739"
6,Hollywood,632,1,BURGLARY,46,M,W,8700    HOLLYWOOD                    BL,,"341,001","-1,183,779"
9,Van Nuys,935,1,BURGLARY,32,M,H,6300    VAN NUYS                     BL,,"341,846","-1,184,488"
6,Hollywood,656,1,BURGLARY,43,M,W,900    COLE                         AV,,"340,871","-1,183,299"
7,Wilshire,711,1,BURGLARY,0,F,O,BEVERLY,ORLANDO,"340,761","-1,183,732"
6,Hollywood,646,1,BURGLARY,0,X,X,6500    HOLLYWOOD                    BL,,"341,016","-1,183,317"
10,West Valley,1089,1,BURGLARY,0,M,W,15600    DICKENS                      ST,,"341,539","-1,184,746"
6,Hollywood,636,1,BURGLARY,0,X,X,6300 W  HOLLYWOOD                    BL,,"341,034","-1,183,325"
2,Rampart,249,1,BURGLARY,25,M,B,1100 W  6TH                          ST,,"340,541","-1,182,621"
6,Hollywood,622,1,BURGLARY,0,X,X,7200    HILLSIDE                     AV,,"341,046","-1,183,461"
8,West LA,881,1,BURGLARY,49,F,O,11800 W  OLYMPIC                      BL,,"34,033","-1,184,504"
3,Southwest,338,1,BURGLARY,20,F,H,1200 W  30TH                         ST,,"340,274","-118,29"
10,West Valley,1067,1,BURGLARY,0,M,O,17000 W  VENTURA                      BL,,"34,166","-1,185,095"
11,Northeast,1118,1,BURGLARY,51,M,W,5700    MONTE VISTA                  ST,,"341,118","-1,181,944"
2,Rampart,279,1,BURGLARY,0,X,X,1300 W  OLYMPIC                      BL,,"340,473","-1,182,701"
10,West Valley,1035,1,BURGLARY,0,M,W,6700    LINDLEY                      AV,,"341,921","-1,185,273"
1,Central,162,1,BURGLARY,0,M,W,800 W  8TH                          ST,,"340,473","-1,182,601"
2,Rampart,205,1,BURGLARY,36,M,O,700 N  LA FAYETTE PARK              PL,,"340,783","-1,182,736"
2,Rampart,279,1,BURGLARY,35,M,O,1200 W  OLYMPIC                      BL,,"340,469","-1,182,691"
8,West LA,835,1,BURGLARY,32,M,W,1800    SELBY                        AV,,"340,504","-1,184,333"
11,Northeast,1142,1,BURGLARY,54,F,W,4500    KINGSWELL                    AV,,"341,027","-1,182,874"
1,Central,158,1,BURGLARY,0,X,X,600    STANFORD                     AV,,"340,404","-1,182,431"
7,Wilshire,705,1,BURGLARY,41,M,W,7200    MELROSE                      AV,,"340,835","-1,183,462"
8,West LA,884,1,BURGLARY,52,M,W,2200    OVERLAND                     AV,,"340,397","-1,184,301"
9,Van Nuys,926,1,BURGLARY,0,X,X,6400    HAZELTINE                    AV,,"341,867","-118,44"
6,Hollywood,632,1,BURGLARY,73,M,W,1800    LAUREL CANYON                BL,,"341,013","-1,183,654"
7,Wilshire,733,1,BURGLARY,29,M,A,600    MASSELIN                     AV,,"34,064","-1,183,525"
10,West Valley,1097,1,BURGLARY,56,M,O,17000    ESCALON                      DR,,"341,403","-1,185,025"
11,Northeast,1109,1,BURGLARY,34,M,A,5100    MONTE BONITO                 DR,,"341,391","-1,181,898"
5,Harbor,526,1,BURGLARY,28,F,O,900 N  FRIES                        AV,,"337,815","-118,265"
1,Central,111,1,BURGLARY,63,M,A,900 N  BROADWAY,,"340,615","-1,182,412"
10,West Valley,1008,1,BURGLARY,0,M,W,16600    SHERMAN                      WY,,"342,012","-1,184,952"
11,Northeast,1159,1,BURGLARY,0,X,X,4700 N  FIGUEROA                     ST,,"340,998","-1,182,039"
5,Harbor,563,1,BURGLARY,40,M,B,1400 S  GRAND                        AV,,"337,306","-1,182,902"
6,Hollywood,668,1,BURGLARY,60,F,W,5600    LA MIRADA                    AV,,"340,938","-1,183,109"
7,Wilshire,706,1,BURGLARY,36,M,W,800 N  CHEROKEE                     AV,,"340,853","-1,183,352"
11,Northeast,1144,1,BURGLARY,34,F,H,2300    GLENDALE                     BL,,"341,008","-1,182,668"
11,Northeast,1163,1,BURGLARY,30,M,H,4700    FOUNTAIN                     AV,,"340,955","-1,182,922"
8,West LA,802,1,BURGLARY,76,M,W,700    CHAUTAUQUA                   BL,,"340,417","-1,185,174"
8,West LA,828,1,BURGLARY,83,F,W,900    WESTHOLME                    AV,,"340,627","-1,184,343"
7,Wilshire,732,1,BURGLARY,47,M,W,6500    COLGATE                      AV,,"340,697","-1,183,673"
1,Central,182,1,BURGLARY,0,M,W,900 S  HILL                         ST,,"34,042","-1,182,625"
7,Wilshire,779,1,BURGLARY,30,F,H,2600 W  17TH                         ST,,"340,418","-1,183,177"
2,Rampart,291,1,BURGLARY,0,X,X,1300 S  ALVARADO                     ST,,"340,466","-1,182,831"
7,Wilshire,717,1,BURGLARY,60,M,B,400 N  LA BREA                      AV,,"340,783","-1,183,441"
11,Northeast,1181,1,BURGLARY,70,M,W,1300    ALLESANDRO                   ST,,"340,795","-1,182,636"
10,West Valley,1041,1,BURGLARY,68,F,W,18800    COLLINS                      ST,,"341,745","-1,185,436"
1,Central,159,1,BURGLARY,33,F,W,1200 E  6TH                          ST,,"340,382","-1,182,377"
6,Hollywood,642,1,BURGLARY,0,X,X,7500 W  SUNSET                       BL,,"340,981","-1,183,605"
7,Wilshire,736,1,BURGLARY,26,F,H,400 S  COCHRAN                      AV,,"340,649","-1,183,472"
7,Wilshire,782,1,BURGLARY,50,M,B,5900    VENICE                       BL,,"340,398","-1,183,697"
11,Northeast,1123,1,BURGLARY,50,M,O,2800    LOS FELIZ                    PL,,"341,262","-1,182,627"
4,Hollenbeck,471,1,BURGLARY,0,M,X,600 S  CLARENCE                     ST,,"340,387","-1,182,228"
1,Central,162,1,BURGLARY,0,X,X,800 S  HOPE                         ST,,"34,046","-1,182,595"
11,Northeast,1149,1,BURGLARY,45,M,A,100 S  AVENUE 53,,"341,068","-1,181,984"
4,Hollenbeck,462,1,BURGLARY,57,M,H,600 S  BOYLE                        AV,,"340,386","-1,182,201"
8,West LA,817,1,BURGLARY,77,F,W,10800    LINDBROOK                    DR,,"340,617","-1,184,446"
7,Wilshire,753,1,BURGLARY,28,F,W,1000 S  ORANGE GROVE                 AV,,"340,575","-118,363"
7,Wilshire,705,1,BURGLARY,26,F,O,500 N  POINSETTIA                   PL,,"340,802","-1,183,487"
7,Wilshire,759,1,BURGLARY,20,M,A,1200    5TH                          AV,,"340,494","-1,183,216"
8,West LA,885,1,BURGLARY,91,F,W,2700    CLUB                         DR,,"340,425","-1,184,068"
8,West LA,899,1,BURGLARY,52,F,W,3200    CATTARAUGUS                  AV,,"340,327","-1,183,822"
11,Northeast,1144,1,BURGLARY,70,F,W,2100    KENILWORTH                   AV,,"34,098","-1,182,679"
8,West LA,857,1,BURGLARY,72,M,X,9000 W  PICO                         BL,,"340,553","-1,183,878"
4,Hollenbeck,451,1,BURGLARY,0,X,X,200    GABRIEL GARCIA MARQUEZ       ST,,"340,485","-118,224"
9,Van Nuys,991,1,BURGLARY,38,M,O,15400    STONEWOOD                    TR,,"341,343","-1,184,678"
10,West Valley,1007,1,BURGLARY,44,M,W,16900    KESWICK                      ST,,"342,097","-1,185,011"
5,Harbor,566,1,BURGLARY,58,M,W,300 W  8TH                          ST,,"33,737","-118,284"
4,Hollenbeck,479,1,BURGLARY,0,X,X,3600    WHITTIER                     BL,,"340,255","-1,181,957"
2,Rampart,205,1,BURGLARY,36,F,W,2800    MARATHON                     ST,,"340,795","-1,182,729"
10,West Valley,1075,1,BURGLARY,63,M,W,5100    GARDEN GROVE                 AV,,"341,641","-1,185,292"
7,Wilshire,705,1,BURGLARY,52,F,H,700 N  POINSETTIA                   PL,,"340,836","-1,183,486"
7,Wilshire,705,1,BURGLARY,43,M,H,7200 W  MELROSE                      AV,,"340,835","-1,183,462"
10,West Valley,1029,1,BURGLARY,0,M,W,16000    VANOWEN                      ST,,"341,976","-1,184,799"
9,Van Nuys,989,1,BURGLARY,54,F,W,13300    VENTURA                      BL,,"341,493","-1,184,307"
9,Van Nuys,989,1,BURGLARY,56,M,W,4500    WOODMAN                      AV,,"34,153","-1,184,312"
4,Hollenbeck,479,1,BURGLARY,0,M,X,3700    WHITTIER                     BL,,"340,244","-1,181,934"
11,Northeast,1179,1,BURGLARY,38,F,H,4100 N  FIGUEROA                     ST,,"340,929","-1,182,098"
6,Hollywood,659,1,BURGLARY,0,X,X,5100 W  SUNSET                       BL,,"340,981","-118,301"
5,Harbor,518,1,BURGLARY,36,M,H,1600 N  BANNING                      BL,,"337,956","-1,182,598"
8,West LA,817,1,BURGLARY,0,X,X,1100    WESTWOOD                     BL,,"340,596","-1,184,446"
6,Hollywood,645,1,BURGLARY,56,F,W,7000 W  SUNSET                       BL,,"34,098","-118,342"
6,Hollywood,646,1,BURGLARY,0,X,X,1500    CASSIL                       PL,,"34,098","-1,183,338"
3,Southwest,328,1,BURGLARY,60,M,W,700 W  30TH                         ST,,"340,258","-1,182,797"
8,West LA,841,1,BURGLARY,37,F,W,1300 S  SALTAIR                      AV,,"340,438","-1,184,647"
7,Wilshire,743,1,BURGLARY,47,M,H,700 S  SPAULDING                    AV,,"340,618","-1,183,579"
11,Northeast,1148,1,BURGLARY,0,M,O,4900    CLELAND                      AV,,"341,144","-1,182,114"
11,Northeast,1161,1,BURGLARY,0,X,X,4900    SANTA MONICA                 BL,,"340,931","-1,182,983"
9,Van Nuys,935,1,BURGLARY,72,M,W,VAN NUYS,DELANO,"341,826","-1,184,487"
7,Wilshire,735,1,BURGLARY,65,F,O,600 S  DUNSMUIR                     AV,,"340,629","-1,183,483"
9,Van Nuys,915,1,BURGLARY,33,F,A,14300    SHERMAN                      WY,,"342,012","-1,184,444"
7,Wilshire,782,1,BURGLARY,50,M,W,6000    CADILLAC                     AV,,"340,375","-1,183,742"
7,Wilshire,721,1,BURGLARY,36,M,W,100 N  LA PEER                      DR,,"340,735","-1,183,828"
11,Northeast,1126,1,BURGLARY,0,X,X,5300    YORK                         BL,,"341,202","-118,2"
7,Wilshire,706,1,BURGLARY,42,M,W,600 N  ORANGE                       DR,,"340,819","-1,183,416"
5,Harbor,522,1,BURGLARY,28,M,B,800 W  ANAHEIM                      ST,,"337,795","-1,182,712"
4,Hollenbeck,478,1,BURGLARY,23,M,H,3400    SISKIYOU                     ST,,"340,265","-118,201"
2,Rampart,219,1,BURGLARY,0,X,X,1300 W  SUNSET                       BL,,"340,714","-1,182,506"
8,West LA,884,1,BURGLARY,0,X,X,10800 W  PICO                         BL,,"340,406","-1,184,275"
9,Van Nuys,923,1,BURGLARY,56,M,O,14500    VANOWEN                      ST,,"341,939","-1,184,487"
1,Central,159,1,BURGLARY,0,M,W,1200    FACTORY                      PL,,"340,391","-1,182,384"
10,West Valley,1077,1,BURGLARY,26,M,O,4900    ENCINO                       AV,,"341,596","-1,185,142"
10,West Valley,1021,1,BURGLARY,38,M,W,19600    HARTLAND                     ST,,"341,947","-1,185,603"
10,West Valley,1028,1,BURGLARY,87,M,W,6800    MCLENNAN                     AV,,"341,948","-118,5"
8,West LA,885,1,BURGLARY,49,F,W,10300    BANNOCKBURN                  DR,,"340,355","-1,184,093"
6,Hollywood,645,1,BURGLARY,0,X,X,1700 N  LA BREA                      AV,,"341,016","-1,183,452"
7,Wilshire,745,1,BURGLARY,54,M,B,1000 S  CLOVERDALE                   AV,,"340,573","-118,348"
1,Central,118,1,BURGLARY,64,M,W,1600 N  MAIN                         ST,,"340,669","-1,182,273"
8,West LA,851,1,BURGLARY,0,X,X,11900    IOWA                         AV,,"340,371","-1,184,601"
9,Van Nuys,981,1,BURGLARY,35,M,O,15100 W  VENTURA                      BL,,"341,531","-1,184,618"
4,Hollenbeck,497,1,BURGLARY,28,M,H,3400 E  8TH                          ST,,"340,214","-1,182,044"
10,West Valley,1097,1,BURGLARY,0,M,W,4300    LOUISE                       AV,,"341,495","-1,185,064"
3,Southwest,357,1,BURGLARY,25,F,B,1300 W  35TH                         ST,,"340,246","-1,182,965"
10,West Valley,1001,1,BURGLARY,47,F,W,7800    TAMPA                        AV,,"34,212","-1,185,535"
10,West Valley,1027,1,BURGLARY,27,F,W,7000    WHITE OAK                    AV,,"341,975","-1,185,186"
8,West LA,817,1,BURGLARY,0,X,X,10800    LINDBROOK                    DR,,"340,617","-1,184,446"
11,Northeast,1179,1,BURGLARY,0,X,X,200 E  AVENUE 43,,"340,937","-1,182,071"
6,Hollywood,646,1,BURGLARY,0,X,X,1600 N  LAS PALMAS                   AV,,"340,997","-1,183,361"
8,West LA,852,1,BURGLARY,0,X,X,1600 S  BARRINGTON                   AV,,"340,426","-118,455"
7,Wilshire,711,1,BURGLARY,19,M,O,8300    BEVERLY                      BL,,"340,782","-1,183,695"
4,Hollenbeck,418,1,BURGLARY,22,M,O,4400    PORTOLA                      AV,,"34,097","-1,181,705"
2,Rampart,233,1,BURGLARY,75,M,O,200 N  RAMPART                      BL,,"34,071","-1,182,759"
5,Harbor,529,1,BURGLARY,0,X,X,300    LECOUVREUR                   AV,,"337,739","-1,182,555"
3,Southwest,318,1,BURGLARY,19,X,X,2300 S  HOOVER                       ST,,"340,348","-1,182,876"
11,Northeast,1142,1,BURGLARY,0,X,X,4600    MELBOURNE                    AV,,"341,036","-1,182,912"
10,West Valley,1041,1,BURGLARY,32,M,W,5800    VANALDEN                     AV,,"341,758","-1,185,501"
10,West Valley,1025,1,BURGLARY,0,M,O,7100    LINDLEY                      AV,,"341,993","-1,185,273"
10,West Valley,1005,1,BURGLARY,0,M,O,17700    SATICOY                      ST,,"342,147","-118,523"
3,Southwest,321,1,BURGLARY,19,X,X,5700 W  JEFFERSON                    BL,,"340,259","-1,183,679"
6,Hollywood,663,1,BURGLARY,25,F,W,1200 N  MANSFIELD                    AV,,"340,926","-1,183,405"
8,West LA,881,1,BURGLARY,31,M,B,11600 W  PICO                         BL,,"340,341","-1,184,525"
8,West LA,853,1,BURGLARY,33,F,O,11200    NEBRASKA                     AV,,"340,445","-1,184,452"
1,Central,174,1,BURGLARY,59,F,O,700 S  MAIN                         ST,,"340,437","-1,182,518"
6,Hollywood,646,1,BURGLARY,0,X,X,1600    VINE                         ST,,"340,987","-1,183,337"
6,Hollywood,645,1,BURGLARY,21,F,W,1700 N  SYCAMORE                     AV,,"341,015","-1,183,434"
11,Northeast,1115,1,BURGLARY,52,M,B,2300    COLORADO                     BL,,"341,395","-1,182,163"
8,West LA,881,1,BURGLARY,0,F,X,11800 W  OLYMPIC                      BL,,"34,033","-1,184,504"
11,Northeast,1179,1,BURGLARY,24,M,W,4100 N  FIGUEROA                     ST,,"340,929","-1,182,098"
8,West LA,852,1,BURGLARY,27,F,W,1500 S  WESTGATE                     AV,,"340,422","-1,184,591"
11,Northeast,1171,1,BURGLARY,52,F,W,1200    MANZANITA                    ST,,"340,946","-1,182,802"
9,Van Nuys,943,1,BURGLARY,32,M,W,6000    TYRONE                       AV,,"341,794","-1,184,443"
7,Wilshire,722,1,BURGLARY,43,M,W,8300 W  1ST                          ST,,"340,743","-118,37"
3,Southwest,338,1,BURGLARY,19,X,X,1200 W  30TH                         ST,,"340,274","-118,29"
6,Hollywood,644,1,BURGLARY,0,X,X,1400 N  ALTA VISTA                   BL,,"340,964","-1,183,471"
6,Hollywood,646,1,BURGLARY,0,X,X,1500 N  HIGHLAND                     AV,,"34,098","-1,183,387"
11,Northeast,1115,1,BURGLARY,0,X,X,2100    COLORADO                     BL,,"341,391","-1,182,128"
1,Central,182,1,BURGLARY,22,M,A,1000 S  GRAND                        AV,,"340,421","-1,182,614"
10,West Valley,1044,1,BURGLARY,0,M,W,18300    OXNARD                       ST,,"34,18","-1,185,337"
8,West LA,855,1,BURGLARY,70,M,W,1600    MALCOLM                      AV,,"340,543","-1,184,376"
5,Harbor,507,1,BURGLARY,0,X,X,1400 W  228TH                        ST,,"33,819","-1,183,015"
6,Hollywood,622,1,BURGLARY,73,F,A,7900    HILLSIDE                     AV,,"341,022","-1,183,622"
6,Hollywood,646,1,BURGLARY,49,F,W,6600    LELAND                       WY,,"34,097","-1,183,332"
10,West Valley,1089,1,BURGLARY,59,M,W,4400    SHERMAN OAKS                 CI,,"341,504","-1,184,699"
2,Rampart,219,1,BURGLARY,0,X,X,1300 W  SUNSET                       BL,,"340,714","-1,182,506"
7,Wilshire,738,1,BURGLARY,49,M,H,600 S  MCCADDEN                     PL,,"340,621","-1,183,371"
4,Hollenbeck,409,1,BURGLARY,71,M,W,4400    LOWELL                       AV,,"340,961","-1,181,625"
6,Hollywood,637,1,BURGLARY,37,M,W,1800    VINE                         ST,,0,0
8,West LA,803,1,BURGLARY,33,M,W,2400    WESTRIDGE                    RD,,"340,786","-1,185,064"
9,Van Nuys,998,1,BURGLARY,49,M,W,3300    COLDWATER CANYON             AV,,"34,137","-1,184,187"
6,Hollywood,644,1,BURGLARY,0,X,X,1400 N  VISTA                        ST,,"340,963","-1,183,517"
8,West LA,851,1,BURGLARY,18,F,O,12400    IDAHO                        AV,,"340,367","-1,184,638"
9,Van Nuys,969,1,BURGLARY,36,M,W,13000    NECTAR                       LN,,"341,657","-1,184,163"
6,Hollywood,643,1,BURGLARY,43,F,W,7300 W  HOLLYWOOD                    BL,,"341,016","-1,183,497"
3,Southwest,311,1,BURGLARY,66,F,H,2900 S  GENESEE                      AV,,"340,282","-1,183,709"
10,West Valley,1075,1,BURGLARY,0,M,W,18200 W  VENTURA                      BL,,"34,166","-1,185,289"
8,West LA,836,1,BURGLARY,45,F,X,2100 S  BEVERLY GLEN                 BL,,"340,514","-1,184,215"
11,Northeast,1105,1,BURGLARY,0,X,X,2700    COLORADO                     BL,,"341,442","-118,218"
5,Harbor,511,1,BURGLARY,65,F,W,1400    257TH                        ST,,"337,905","-1,183,028"
6,Hollywood,668,1,BURGLARY,73,M,W,5600    FOUNTAIN                     AV,,"340,948","-1,183,114"
11,Northeast,1139,1,BURGLARY,33,M,W,5900    ECHO                         ST,,"341,095","-1,181,903"
8,West LA,881,1,BURGLARY,70,M,O,2200    AMHERST                      AV,,"340,313","-1,184,536"
9,Van Nuys,998,1,BURGLARY,44,M,O,13200 W  VENTURA                      BL,,"341,458","-1,184,195"
1,Central,185,1,BURGLARY,33,M,B,1000 S  BROADWAY,,"340,406","-1,182,578"
5,Harbor,504,1,BURGLARY,0,X,X,19500    NORMANDIE                    AV,,"338,535","-1,182,992"
9,Van Nuys,935,1,BURGLARY,29,F,H,14400    VICTORY                      BL,,"341,867","-1,184,472"
5,Harbor,557,1,BURGLARY,0,X,X,100 N  PACIFIC                      AV,,"337,412","-1,182,924"
9,Van Nuys,911,1,BURGLARY,66,F,W,6900    CHISHOLM                     AV,,"341,957","-1,184,717"
7,Wilshire,743,1,BURGLARY,35,F,W,5800 W  OLYMPIC                      BL,,"340,574","-118,356"
3,Southwest,377,1,BURGLARY,53,M,B,1200    BROWNING                     BL,,"340,121","-1,182,986"
11,Northeast,1117,1,BURGLARY,59,M,O,2000    LAS COLINAS                  AV,,"341,315","-1,182,159"
5,Harbor,517,1,BURGLARY,0,M,O,1300 N  AVALON                       BL,,"337,888","-1,182,631"
9,Van Nuys,904,1,BURGLARY,0,M,W,15000    VALERIO                      ST,,"342,048","-1,184,599"
5,Harbor,541,1,BURGLARY,0,X,X,1300 W  PARK WESTERN                 DR,,"33,754","-1,183,049"
5,Harbor,557,1,BURGLARY,0,X,X,400 S  GAFFEY                       ST,,"337,401","-1,182,923"
5,Harbor,566,1,BURGLARY,0,X,X,800 S  BEACON                       ST,,"337,347","-1,182,842"
6,Hollywood,647,1,BURGLARY,0,X,X,6200    HOLLYWOOD                    BL,,"341,016","-1,183,252"
6,Hollywood,663,1,BURGLARY,21,M,W,1200 N  ORANGE                       DR,,"340,926","-1,183,416"
11,Northeast,1102,1,BURGLARY,0,X,X,4500    BRAZIL                       ST,,"341,468","-1,182,724"
2,Rampart,257,1,BURGLARY,19,X,X,1200    WILSHIRE                     BL,,"34,053","-1,182,649"
2,Rampart,218,1,BURGLARY,36,M,W,1500 W  SUNSET                       BL,,"340,758","-1,182,552"
7,Wilshire,721,1,BURGLARY,63,M,W,300 S  SWALL                        DR,,"340,736","-1,183,858"
11,Northeast,1163,1,BURGLARY,65,M,O,1200 N  NEW HAMPSHIRE                AV,,"340,935","-1,182,932"
7,Wilshire,711,1,BURGLARY,19,M,O,300 N  LA CIENEGA                   BL,,"340,761","-1,183,766"
10,West Valley,1077,1,BURGLARY,0,M,W,17500 W  VENTURA                      BL,,"341,615","-1,185,142"
9,Van Nuys,904,1,BURGLARY,23,F,H,7500 N  SEPULVEDA                    BL,,"342,066","-1,184,662"
2,Rampart,295,1,BURGLARY,35,M,B,1200 W  WASHINGTON                   BL,,"340,423","-1,182,804"
6,Hollywood,676,1,BURGLARY,0,X,X,6000    MELROSE                      AV,,"340,853","-1,183,277"
11,Northeast,1181,1,BURGLARY,0,X,X,2800 W  SUNSET                       BL,,"340,808","-1,182,655"
1,Central,163,1,BURGLARY,0,X,X,800 S  BROADWAY,,"340,434","-118,255"
7,Wilshire,711,1,BURGLARY,55,M,W,8300    BEVERLY                      BL,,"340,782","-1,183,695"
11,Northeast,1126,1,BURGLARY,0,X,X,5300    YORK                         BL,,"341,202","-118,2"
10,West Valley,1079,1,BURGLARY,71,M,W,4800    ORION                        AV,,"341,581","-1,184,698"
8,West LA,831,1,BURGLARY,26,M,W,12200    DARLINGTON                   AV,,"34,047","-1,184,711"
10,West Valley,1024,1,BURGLARY,90,M,W,18600    LEMAY                        ST,,"34,191","-1,185,386"
8,West LA,832,1,BURGLARY,41,M,H,11700    WILSHIRE                     BL,,"340,511","-1,184,643"
3,Southwest,374,1,BURGLARY,54,M,H,3900    WELLAND                      AV,,"340,109","-1,183,261"
7,Wilshire,765,1,BURGLARY,64,F,H,4800 W  12TH                         ST,,"34,053","-1,183,378"
6,Hollywood,645,1,BURGLARY,0,X,X,7000 W  SUNSET                       BL,,"34,098","-118,342"
7,Wilshire,723,1,BURGLARY,35,M,W,8200 W  3RD                          ST,,"340,724","-118,368"
4,Hollenbeck,428,1,BURGLARY,36,M,H,2900 N  EASTERN                      AV,,"340,801","-118,178"
9,Van Nuys,941,1,BURGLARY,56,M,H,14900    OXNARD                       ST,,"341,794","-1,184,585"
6,Hollywood,668,1,BURGLARY,0,X,X,5500    VIRGINIA                     AV,,"340,918","-1,183,109"
6,Hollywood,643,1,BURGLARY,0,X,X,1500 N  LA BREA                      AV,,"341,007","-1,183,494"
7,Wilshire,737,1,BURGLARY,74,F,W,300 S  MANSFIELD                    AV,,"340,647","-1,183,424"
5,Harbor,563,1,BURGLARY,51,F,B,900 W  10TH                         ST,,"337,352","-1,182,968"
1,Central,135,1,BURGLARY,0,M,O,100 W  2ND                          ST,,"34,051","-1,182,445"
10,West Valley,1041,1,BURGLARY,47,F,O,5700    GEYSER                       AV,,"341,745","-1,185,426"
8,West LA,884,1,BURGLARY,0,X,X,2300    WESTWOOD                     BL,,"340,423","-1,184,304"
8,West LA,849,1,BURGLARY,67,F,O,1100 S  ROBERTSON                    BL,,"340,568","-1,183,837"
4,Hollenbeck,455,1,BURGLARY,52,F,H,600 N  CUMMINGS                     ST,,"340,505","-1,182,114"
1,Central,111,1,BURGLARY,35,M,A,500 N  FIGUEROA                     ST,,"340,615","-118,247"
8,West LA,885,1,BURGLARY,41,M,O,3100    HADDINGTON                   DR,,"340,349","-1,184,127"
10,West Valley,1045,1,BURGLARY,65,M,W,5900    HESPERIA                     AV,,"34,178","-1,185,262"
8,West LA,824,1,BURGLARY,43,M,W,400    SYCAMORE                     RD,,"340,324","-1,185,166"
1,Central,182,1,BURGLARY,32,F,W,1200 S  OLIVE                        ST,,"340,383","-1,182,633"
8,West LA,885,1,BURGLARY,75,F,W,3100    HADDINGTON                   DR,,"340,349","-1,184,127"
8,West LA,854,1,BURGLARY,27,M,W,1600    COTNER                       AV,,"340,473","-1,184,462"
1,Central,128,1,BURGLARY,28,M,A,100    ONIZUKA                      ST,,"340,498","-118,24"
7,Wilshire,742,1,BURGLARY,0,,,6600 W  OLYMPIC                      BL,,"340,611","-1,183,681"
2,Rampart,269,1,BURGLARY,0,M,W,1200 W  7TH                          ST,,"340,515","-1,182,658"
2,Rampart,249,1,BURGLARY,32,F,O,1100 W  6TH                          ST,,"340,541","-1,182,621"
6,Hollywood,643,1,BURGLARY,0,X,X,1600 N  FORMOSA                      AV,,"340,998","-1,183,468"
2,Rampart,205,1,BURGLARY,39,M,H,800    SILVER LAKE                  BL,,"340,807","-1,182,753"
2,Rampart,204,1,BURGLARY,50,M,W,3500    BELLEVUE                     AV,,"340,797","-1,182,822"
6,Hollywood,646,1,BURGLARY,0,X,X,6700    SELMA                        AV,,"340,997","-1,183,362"
11,Northeast,1113,1,BURGLARY,29,F,A,5000    ELLENWOOD                    DR,,"341,361","-1,182,237"
10,West Valley,1005,1,BURGLARY,26,M,O,7600    LINDLEY                      AV,,"342,084","-1,185,273"
7,Wilshire,737,1,BURGLARY,0,X,X,700 S  MANSFIELD                    AV,,"340,647","-1,183,424"
5,Harbor,503,1,BURGLARY,0,X,X,25500    VERMONT                      AV,,"337,925","-1,182,909"
5,Harbor,513,1,BURGLARY,0,X,X,1200    PCH,,"337,899","-1,182,975"
6,Hollywood,637,1,BURGLARY,0,X,X,6200    HOLLYWOOD                    BL,,"34,103","-1,183,225"
9,Van Nuys,963,1,BURGLARY,51,M,O,14800    HUSTON                       ST,,"341,594","-1,184,571"
7,Wilshire,762,1,BURGLARY,39,F,W,1600 S  HAYWORTH                     AV,,"340,478","-1,183,686"
2,Rampart,219,1,BURGLARY,0,X,X,1200 W  TEMPLE                       ST,,"340,677","-118,252"
9,Van Nuys,915,1,BURGLARY,44,F,H,7100    VAN NUYS                     BL,,"341,994","-1,184,488"
8,West LA,827,1,BURGLARY,65,F,W,600 S  BARRINGTON                   AV,,"340,563","-1,184,677"
11,Northeast,1158,1,BURGLARY,31,M,W,200    ISABEL                       ST,,"34,091","-1,182,139"
1,Central,111,1,BURGLARY,65,M,A,900    YALE                         ST,,"340,649","-118,24"
2,Rampart,279,1,BURGLARY,0,X,X,1300 W  OLYMPIC                      BL,,"340,473","-1,182,701"
6,Hollywood,647,1,BURGLARY,0,X,X,6200 W  SUNSET                       BL,,"34,098","-1,183,243"
5,Harbor,566,1,BURGLARY,35,M,H,300 W  8TH                          ST,,"33,737","-118,284"
10,West Valley,1075,1,BURGLARY,59,M,W,17800    VALLEY VISTA                 BL,,"341,629","-1,185,263"
6,Hollywood,622,1,BURGLARY,41,M,O,2000 N  NICHOLS CANYON               RD,,"341,073","-1,183,597"
9,Van Nuys,933,1,BURGLARY,36,F,H,14600    FRIAR                        ST,,"341,857","-1,184,531"
8,West LA,841,1,BURGLARY,0,X,X,1300    CENTINELA                    AV,,"34,039","-1,184,682"
10,West Valley,1001,1,BURGLARY,74,M,H,19200    ARMINTA                      ST,,"342,138","-1,185,514"
11,Northeast,1149,1,BURGLARY,65,M,W,200 N  AVENUE 53,,"34,108","-118,199"
11,Northeast,1112,1,BURGLARY,53,M,H,2700    DELEVAN                      DR,,"341,287","-1,182,261"
1,Central,192,1,BURGLARY,0,X,X,1500 S  OLIVE                        ST,,"340,352","-1,182,654"
1,Central,139,1,BURGLARY,29,F,B,300    AVERY                        ST,,"34,045","-1,182,347"
7,Wilshire,782,1,BURGLARY,51,M,A,5900    VENICE                       BL,,"340,398","-1,183,697"
